Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Liu, ML; He, YL; Lopez-Pujol, J; Jia, Y; Li, ZH",,,,"Liu, Mi-Li; He, Yan-Ling; Lopez-Pujol, Jordi; Jia, Yun; Li, Zhong-Hu",,,Complex population evolutionary history of four cold-tolerant Notopterygium herb species in the Qinghai-Tibetan Plateau and adjacent areas,HEREDITY,,,,,,,,,,,,"Historical geological and climatic events are the most important drivers of population expansions/contractions, range shifts, and interspecific divergence in plants. However, the species divergence and spatiotemporal population dynamics of alpine cold-tolerant herbal plants in the high-altitude Qinghai-Tibetan Plateau (QTP) and adjacent areas remain poorly understood. In this study, we investigated population evolutionary history of four endangered Notopterygium herb species in the QTP and adjacent regions. We sequenced 10 nuclear loci, 2 mitochondrial DNA regions, and 4 chloroplast DNA regions in a total of 72 natural populations from the 4 species, and tested the hypothesis that the population history of these alpine herbs was markedly affected by the Miocene-Pliocene QTP uplifts and Quaternary climatic oscillations. We found that the four Notopterygium species had generally low levels of nucleotide variability within populations. Molecular dating and isolation-with-migration analyses suggested that Notopterygium species diverged similar to 1.74-7.82 million years ago and their differentiation was significantly associated with recent uplifts of the eastern margin of the QTP. In addition, ecological niche modeling and population history analysis showed that N. incisum and N. franchetii underwent considerable demographic expansions during the last glacial period of the Pleistocene, whereas a demographic contraction and a expansion occurred for N. forrestii and N. oviforme during the antepenultimate interglacial period and penultimate glacial period, respectively. These findings highlight the importance of geological and climatic changes during the Miocene-Pliocene and Pleistocene as causes of species divergence and changes in population structure within cold-tolerant herbs in the QTP biodiversity hotspot.",,,,,,,,,,,,,,,,,0018-067X,1365-2540,,,,AUG,2019,123,2,,,,,242,263,,10.1038/s41437-019-0186-2,,,,,,,WOS:000474747800013,30742051,,,,,
J,"McIlroy, SE; Thompson, PD; Yuan, FL; Bonebrake, TC; Baker, DM",,,,"McIlroy, Shelby E.; Thompson, Philip D.; Yuan, Felix Landry; Bonebrake, Timothy C.; Baker, David M.",,,Subtropical thermal variation supports persistence of corals but limits productivity of coral reefs,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,,,,,,,,,,,"Concomitant to the decline of tropical corals caused by increasing global sea temperatures is the potential removal of barriers to species range expansions into subtropical and temperate habitats. In these habitats, species must tolerate lower annual mean temperature, wider annual temperature ranges and lower minimum temperatures. To understand ecophysiological traits that will impact geographical range boundaries, we monitored populations of five coral species within a marginal habitat and used a year of in situ measures to model thermal performance of vital host, symbiont and holobiont physiology. Metabolic responses to temperature revealed two acclimatization strategies: peak productivity occurring at annual midpoint temperatures (4-6 degrees C lower than tropical counterparts), or at annual maxima. Modelled relationships between temperature and P:R were compared to a year of daily subtropical sea temperatures and revealed that the relatively short time spent at any one temperature, limited optimal performance of all strategies to approximately half the days of the year. Thus, while subtropical corals can adjust their physiology to persist through seasonal lows, seasonal variation seems to be the key factor limiting coral productivity. This constraint on rapid reef accretion within subtropical environments provides insight into the global distribution of future coral reefs and their ecosystem services.",,,,,,,,,,,,,,,,,0962-8452,1471-2954,,,,JUL 24,2019,286,1907,,,,,,,20190882,10.1098/rspb.2019.0882,,,,,,,WOS:000477953500012,31311470,,,,,
J,"Long, LL; Wolfe, JD",,,,"Long, Linda L.; Wolfe, Jared D.",,,Review of the effects of barred owls on spotted owls,JOURNAL OF WILDLIFE MANAGEMENT,,,,,,,,,,,,"Barred owls (Strix varia) are forest-dwelling owls, native to eastern North America, with populations that expanded westward into the range of the spotted owl (Strix occidentalis). Barred owls exert an overwhelmingly negative influence on spotted owls, thereby threatening spotted owl population viability where the species co-occur. In this review, we provide an overview of the barred owl's range expansion and detail and synthesize previously published literature on spotted and barred owls within the range of the spotted owl as related to potential future outcomes for the northern spotted owl (S. o. caurina). We include research on diet, habitat use and selection, effects of barred owls on spotted owl demography and behavior, hybridization with spotted owls, parasites, contemporary management, and future research needs for spotted owl populations given continued barred owl expansion throughout western North America. Our literature review and synthesis should provide managers with the information necessary to develop strategies that mitigate deleterious effects of barred owls at local and landscape scales. (c) 2019 The Wildlife Society",,,,,"Long, Linda/0000-0003-1780-5238",,,,,,,,,,,,0022-541X,1937-2817,,,,AUG,2019,83,6,,,,,1281,1296,,10.1002/jwmg.21715,,JUL 2019,,,,,WOS:000476038600001,,,,,,
J,"Proches, S; Sukri, RS; Jaafar, SM; Sieben, EJJ; Zaini, NH; Abas, N; Suhaini, SN; Manjul, NMJ; Julaihi, MAH; Marshall, DJ; Slik, JWF; Moodley, D",,,,"Proches, Serban; Sukri, Rahayu S.; Jaafar, Salwana M.; Sieben, Erwin J. J.; Zaini, Nurul Hazlina; Abas, Norain; Suhaini, Siti Nurqayah; Manjul, Nurul Maz Juhairah; Julaihi, Muhammad Abdul Hakeem; Marshall, David J.; Slik, J. W. Ferry; Moodley, Desika",,,Soil niche of rain forest plant lineages: Implications for dominance on a global scale,JOURNAL OF BIOGEOGRAPHY,,,,,,,,,,,,"Aim Why some lineages are species-rich and widespread, while others are species-poor and localized, is a fundamental question in evolutionary biology and ecology. Diversification and range expansion relate to lineage-specific niche characters, but this link has seldom been quantified across multiple lineages and environments. This study explored the link between local dominance and soil niche in rain forest plants, and tested the hypothesis that local soil niche patterns can be used to predict the global diversity and occupancy of equal-aged plant lineages. Location The study was carried out in Brunei Darussalam (Borneo) and projected worldwide. Methods Our approach involved the subdivision of vascular plants into the lineages found 120 Mya, a time preceding the explosive radiation of the eudicots. We quantified the representation of the 120 Mya lineages in different forest types associated with dramatically different soils, but sharing the same climatic conditions. The forest types included primary and secondary lowland rain forest, flooded and nutrient-impoverished inland forests, and mangroves. Niche breadth and position, estimated from the soil types that a lineage occupied, were used to predict global diversity and occupancy patterns, after accounting for relatedness to the dominant eudicots. Results Despite marked differences in soil characteristics among the forest types, three eudicot lineages (Malvidae, Fabidae, Asteridae) were consistently dominant over the other 28 lineages present. A broad, intermediate soil niche, relatedness to eudicots, and the interaction between these factors were found to be strong predictors of global diversity and occupancy. Main conclusions We show that vegetation plot data from one of the world's most diverse regions (in terms of plant species richness and ancient lineage representation) can be used to successfully predict lineage diversity and occupancy on a global scale. However, because lineage dominance likely depends on the interaction between soil niche and above-ground factors, including above-ground niche features should improve the accuracy of predicting global distribution and diversity-particularly when explaining eudicot dominance.",,,,"Proches, Serban/A-2044-2008; Sukri, Rahayu/AAJ-9640-2020","Proches, Serban/0000-0002-3415-6930; Sukri, Rahayu/0000-0002-2662-399X; Sieben, Erwin/0000-0002-7813-2586; Marshall, David/0000-0003-3771-5950",,,,,,,,,,,,0305-0270,1365-2699,,,,OCT,2019,46,10,,,,,2378,2387,,10.1111/jbi.13656,,JUL 2019,,,,,WOS:000477287900001,,,,,,
J,"Jan, PL; Lehnen, L; Besnard, AL; Kerth, G; Biedermann, M; Schorcht, W; Petit, EJ; Le Gouar, P; Puechmaille, SJ",,,,"Jan, P-L; Lehnen, L.; Besnard, A-L; Kerth, G.; Biedermann, M.; Schorcht, W.; Petit, E. J.; Le Gouar, P.; Puechmaille, S. J.",,,Range expansion is associated with increased survival and fecundity in a long-lived bat species,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,,,,,,,,,,,"The speed and dynamics of range expansions shape species distributions and community composition. Despite the critical impact of population growth rates for range expansion, they are neglected in existing empirical studies, which focus on the investigation of selected life-history traits. Here, we present an approach based on non-invasive genetic capture-mark-recapture data for the estimation of adult survival, fecundity and juvenile survival, which determine population growth. We demonstrate the reliability of our method with simulated data, and use it to investigate life-history changes associated with range expansion in 35 colonies of the bat species Rhinolophus hipposideros. Comparing the demographic parameters inferred for 19 of those colonies which belong to an expanding population with those inferred for the remaining 16 colonies from a non-expanding population reveals that range expansion is associated with higher net reproduction. Juvenile survival was the main driver of the observed reproduction increase in this long-lived bat species with low per capita annual reproductive output. The higher average growth rate in the expanding population was not associated with a trade-off between increased reproduction and survival, suggesting that the observed increase in reproduction stems from a higher resource acquisition in the expanding population. Environmental conditions in the novel habitat hence seem to have an important influence on range expansion dynamics, and warrant further investigation for the management of range expansion in both native and invasive species.",,,,"Lehnen, Lisa/AAC-9019-2019; Puechmaille, Sebastien/D-1612-2010; Petit, Eric/C-1091-2011","Lehnen, Lisa/0000-0002-2481-7344; Puechmaille, Sebastien/0000-0001-9517-5775; Petit, Eric/0000-0001-5058-5826",,,,,,,,,,,,0962-8452,1471-2954,,,,JUL 10,2019,286,1906,,,,,,,20190384,10.1098/rspb.2019.0384,,,,,,,WOS:000475797600001,31288708,,,,,
J,"O'Neill, MB; Shockey, A; Zarley, A; Aylward, W; Eldholm, V; Kitchen, A; Pepperell, CS",,,,"O'Neill, Mary B.; Shockey, Abigail; Zarley, Alex; Aylward, William; Eldholm, Vegard; Kitchen, Andrew; Pepperell, Caitlin S.",,,Lineage specific histories of Mycobacterium tuberculosis dispersal in Africa and Eurasia,MOLECULAR ECOLOGY,,,,,,,,,,,,"Mycobacterium tuberculosis (M.tb) is a globally distributed, obligate pathogen of humans that can be divided into seven clearly defined lineages. An emerging consensus places the origin and global dispersal of M.tb within the past 6,000 years: identifying how the ancestral clone of M.tb spread and differentiated within this timeframe is important for identifying the ecological drivers of the current pandemic. We used Bayesian phylogeographic inference to reconstruct the migratory history of M.tb in Africa and Eurasia and to investigate lineage specific patterns of spread from a geographically diverse sample of 552 M.tb genomes. Applying evolutionary rates inferred with ancient M.tb genome calibration, we estimated the timing of major events in the migratory history of the pathogen. Inferred timings contextualize M.tb dispersal within historical phenomena that altered patterns of connectivity throughout Africa and Eurasia: trans-Indian Ocean trade in spices and other goods, the Silk Road and its predecessors, the expansion of the Roman Empire, and the European Age of Exploration. We found that Eastern Africa and Southeast Asia have been critical in the dispersal of M.tb. Our results further reveal that M.tb populations have grown through range expansion, as well as in situ, and delineate the independent evolutionary trajectories of bacterial subpopulations underlying the current pandemic.",,,,"Eldholm, Vegard/I-4680-2019","Eldholm, Vegard/0000-0001-6721-3375; Pepperell, Caitlin/0000-0002-6324-1333",,,,,,,,,,,,0962-1083,1365-294X,,,,JUL,2019,28,13,,,,,3241,3256,,10.1111/mec.15120,,JUL 2019,,,,,WOS:000477459900001,31066139,,,,,
J,"Lara-Resendiz, RA; Galina-Tessaro, P; Perez-Delgadillo, AG; Valdez-Villavicencio, JH; Mendez-de la Cruz, FR",,,,"Lara-Resendiz, Rafael A.; Galina-Tessaro, Patricia; Gisel Perez-Delgadillo, Ana; Valdez-Villavicencio, Jorge H.; Mendez-de la Cruz, Fausto R.",,,Effects of climate change on a widely distributed thermophilic lizard (Dipsosaurus dorsalis): an ecophysiological approach,REVISTA MEXICANA DE BIODIVERSIDAD,,,,,,,,,,,,"Global climate change is a major known threat against biodiversity, however, it is still unclear how it will affect different taxonomic groups as the answer is dependent on species-specific natural history and habitat complexity. Desert reptiles are of particular concern because they must thermoregulate within optimal limits despite high environmental temperatures. As such, our study focused on the desert iguana (Dipsosaurus dorsalis), a thermophilic lizard widely distributed in the Sonoran and Mojave deserts and an ideal model to evaluate global warming effects in extreme environments. We created our vulnerability models using a mechanistic approach combining ecophysiological and biophysical variables. First, field body temperatures and the operative temperatures were collected at 4 contrasting sites. Second, 2 ecophysiological layers were constructed according to hours of activity, hours of restriction and precipitation. Lastly, models for the present and future (2050 and 2070) were created under 2 scenarios (RCP 4.5 and 8.5). As a result of their high thermal tolerance, our models suggest that D. dorsalis shows strong potential for resilience to global warming, through an increase in suitable climate niches and a potential distribution range expansion under all climate scenarios.",,,,"Lara-Resendiz, Rafael A./AAG-5451-2021; Lara, Rafael A/K-3764-2013","Lara-Resendiz, Rafael A./0000-0002-6922-0330; Lara, Rafael A/0000-0002-6922-0330",,,,,,,,,,,,1870-3453,2007-8706,,,,JUL-SEP,2019,90,,,,,,,,e902888,10.22201/ib.20078706e.2019.90.2888,,,,,,,WOS:000510152100017,,,,,,
J,"Schilling, EG; Lawrenz, R; Kundel, H",,,,"Schilling, Emily Gaenzle; Lawrenz, Ron; Kundel, Holly",,,"An Assessment of the Geographic Distribution and Status of a Rare Dragonfly, Rhionaeschna mutata, at the Northwestern Edge of its Range",NORTHEASTERN NATURALIST,,,,,,,,,,,,"Rhionaeschna mutata (Hagen) (Spatterdock Darner) is a rare North American dragonfly, most widely distributed in the eastern US. In 2009, a reproductive population was found in 2 ponds in eastern Minnesota, establishing a substantial northwestern range expansion. We assessed the geographic distribution of the Spatterdock Darner in the region to inform conservation planning for this species. Using previously defined habitat criteria, we identified potential reproductive ponds in the ecoregion with GIS. In 2015 and 2016, we used multiple methods to survey 25 ponds for Spatterdock Darner nymphs, adults, and exuviae. We found no Spatterdock Darners in the region, despite intensive survey efforts targeted at ponds that met the habitat criteria. The Spatterdock Darner may be present in this water-rich region, but was undetected by our efforts, or a local extirpation may have occurred, possibly linked to recent fish colonization in one of the original reproductive ponds.",,,,,,,,,,,,,,,,,1092-6194,1938-5307,,,,JUL,2019,26,3,,,,,523,536,,10.1656/045.026.0305,,,,,,,WOS:000495384800010,,,,,,
J,"Mastro, LL; Morin, DJ; Gese, EM",,,,"Mastro, Lauren L.; Morin, Dana J.; Gese, Eric M.",,,Home Range and Habitat Use of West Virginia Canis latrans (Coyote),NORTHEASTERN NATURALIST,,,,,,,,,,,,"Canis latrans (Coyote) has undergone a range expansion in the United States over the last century. As a highly opportunistic species, its home range and habitat use changes with ecological context. Coyotes were first reported in West Virginia in 1950 but were not commonly observed until the 1990s, and there is scant information on Coyotes in the region. We used telemetry data from 8 radiocollared Coyotes in West Virginia to estimate home-range size and third-order habitat selection. Home-range areas (95% utilization distributions; UDs) varied from 5.22 to 27.79 km(2) (mean = 12.48 +/- 2.61 km(2)), with highly concentrated use of smaller core areas (mean 50% UD = 1.85 +/- 0.34 km(2)), indicated by low flatness ratios (50% isopleths/95% isopleths varied from 0.11 to 0.20). Third-order habitat selection revealed most use was proportional to availability, although there was evidence of avoidance of disturbed /developed and riparian land cover at the 95% UD scale, and selection for softwood stands at both spatial scales when available. Our results provide preliminary space-use information for West Virginia Coyotes and suggest that although Coyotes are habitat generalists, space use in the region is not uniform, but instead concentrated in disjointed areas that are used intensively.",,,,,,,,,,,,,,,,,1092-6194,1938-5307,,,,JUL,2019,26,3,,,,,616,628,,10.1656/045.026.0318,,,,,,,WOS:000495384800017,,,,,,
J,"Card, LR; McShea, WJ; Fleischer, RC; Maldonado, JE; Stewardson, K; Campana, MG; Jansen, PA; Calabrese, JM",,,,"Card, Leah R.; McShea, William J.; Fleischer, Robert C.; Maldonado, Jesus E.; Stewardson, Kristin; Campana, Michael G.; Jansen, Patrick A.; Calabrese, Justin M.",,,Tick Burdens in a Small-Mammal Community in Virginia,NORTHEASTERN NATURALIST,,,,,,,,,,,,"Virginia has seen dramatic increases in reported cases of Lyme disease and Rocky Mountain spotted fever, but basic knowledge on the community ecology of these tick-borne diseases is poor. We examined the tick burdens of 5 small-mammal species in northwest Virginia from October 2011 to December 2012. We live-trapped individuals, quantified the tick burdens, assessed the burden structure, and tested a subset of the ticks for tick-borne pathogens. We found the tick burdens to be composed predominantly of Ixodes scapularis (Black-Legged Tick), and Ixodes sp. ticks, with Amblyomma americanum (Lone Star Tick) and Dermacentor variabilis (American Dog Tick) also present at lower densities. We detected Borrelia burgdorferi (prevalence 15%), Rickettsia spp. (4%), Anaplasma phagocytophilum (4%), and Hepatozoon spp. (1%). Black-Legged Ticks, a species which has shown range expansion in recent decades, tested positive for B. burgdorferi (17%) and for multiple pathogens in individual ticks. For better predictions of tick-borne disease risk across the Mid-Atlantic region, we recommend tracking changes in tick communities by continuous monitoring of tick burdens, densities of questing ticks, and prevalence of tick-borne pathogens.",,,,,"Campana, Michael/0000-0003-0461-6462; Maldonado, Jesus/0000-0002-4282-1072",,,,,,,,,,,,1092-6194,1938-5307,,,,JUL,2019,26,3,,,,,641,655,,10.1656/045.026.0317,,,,,,,WOS:000495384800019,,,,,,
J,"Foote, AD; Martin, MD; Louis, M; Pacheco, G; Robertson, KM; Sinding, MHS; Amaral, AR; Baird, RW; Baker, CS; Ballance, L; Barlow, J; Brownlow, A; Collins, T; Constantine, R; Dabin, W; Dalla Rosa, L; Davison, NJ; Durban, JW; Esteban, R; Ferguson, SH; Gerrodette, T; Guinet, C; Hanson, MB; Hoggard, W; Matthews, CJD; Samarra, FIP; de Stephanis, R; Tavares, SB; Tixier, P; Totterdell, JA; Wade, P; Excoffier, L; Gilbert, MTP; Wolf, JBW; Morin, PA",,,,"Foote, Andrew D.; Martin, Michael D.; Louis, Marie; Pacheco, George; Robertson, Kelly M.; Sinding, Mikkel-Holger S.; Amaral, Ana R.; Baird, Robin W.; Baker, Charles Scott; Ballance, Lisa; Barlow, Jay; Brownlow, Andrew; Collins, Tim; Constantine, Rochelle; Dabin, Willy; Dalla Rosa, Luciano; Davison, Nicholas J.; Durban, John W.; Esteban, Ruth; Ferguson, Steven H.; Gerrodette, Tim; Guinet, Christophe; Hanson, M. Bradley; Hoggard, Wayne; Matthews, Cory J. D.; Samarra, Filipa I. P.; de Stephanis, Renaud; Tavares, Sara B.; Tixier, Paul; Totterdell, John A.; Wade, Paul; Excoffier, Laurent; Gilbert, M. Thomas P.; Wolf, Jochen B. W.; Morin, Phillip A.",,,Killer whale genomes reveal a complex history of recurrent admixture and vicariance,MOLECULAR ECOLOGY,,,,,,,,,,,,"Reconstruction of the demographic and evolutionary history of populations assuming a consensus tree-like relationship can mask more complex scenarios, which are prevalent in nature. An emerging genomic toolset, which has been most comprehensively harnessed in the reconstruction of human evolutionary history, enables molecular ecologists to elucidate complex population histories. Killer whales have limited extrinsic barriers to dispersal and have radiated globally, and are therefore a good candidate model for the application of such tools. Here, we analyse a global data set of killer whale genomes in a rare attempt to elucidate global population structure in a nonhuman species. We identify a pattern of genetic homogenisation at lower latitudes and the greatest differentiation at high latitudes, even between currently sympatric lineages. The processes underlying the major axis of structure include high drift at the edge of species' range, likely associated with founder effects and allelic surfing during postglacial range expansion. Divergence between Antarctic and non-Antarctic lineages is further driven by ancestry segments with up to fourfold older coalescence time than the genome-wide average; relicts of a previous vicariance during an earlier glacial cycle. Our study further underpins that episodic gene flow is ubiquitous in natural populations, and can occur across great distances and after substantial periods of isolation between populations. Thus, understanding the evolutionary history of a species requires comprehensive geographic sampling and genome-wide data to sample the variation in ancestry within individuals.",,,,"Brownlow, Andrew/ABA-4653-2020; Barlow, Jay/D-3565-2019; Guinet, Christophe/AAR-8457-2020; Morin, Phillip A/E-9515-2010; Pacheco, George/R-3945-2019; Tixier, Paul/ABF-8465-2020; Ballance, Lisa/AAF-5472-2020; Amaral, Ana Rita/D-1060-2010; Excoffier, Laurent/D-3498-2013; Gilbert, Marcus/A-8936-2013; Wolf, Jochen/U-2243-2017; Strander Sinding, Mikkel Holger/B-9450-2015; Dalla Rosa, Luciano/D-5660-2012","Brownlow, Andrew/0000-0001-9885-7480; Barlow, Jay/0000-0001-7862-855X; Pacheco, George/0000-0002-9367-6813; Tixier, Paul/0000-0002-7325-3573; Samarra, Filipa/0000-0002-9909-0565; Amaral, Ana Rita/0000-0002-0595-0086; Excoffier, Laurent/0000-0002-7507-6494; Davison, Nicholas/0000-0001-7286-1836; Gilbert, Marcus/0000-0002-5805-7195; Martin, Michael/0000-0002-2010-5139; Baird, Robin/0000-0002-9419-6336; de Brito Tavares, Sara/0000-0001-7216-6913; Wolf, Jochen/0000-0002-2958-5183; Strander Sinding, Mikkel Holger/0000-0003-1371-219X; Dalla Rosa, Luciano/0000-0002-1583-6471; de Stephanis, Renaud/0000-0003-2522-7933; Foote, Andy/0000-0001-7384-1634",,,,,,,,,,,,0962-1083,1365-294X,,,,JUL,2019,28,14,,,,,3427,3444,,10.1111/mec.15099,,,,,,,WOS:000482148400011,31131963,,,,,
J,"Ramos-Pastrana, Y; Cordoba-Suarez, E; Wolff, M",,,,"Ramos-Pastrana, Yardany; Cordoba-Suarez, Eric; Wolff, Marta",,,"New record of Blepharicnema splendens (Diptera, Calliphoridae, Luciliini) and range expansion in Caqueta, Colombia",ACTA AMAZONICA,,,,,,,,,,,,"Blepharicnema splendens is a dipteran with occurrence restricted to the Neotropical Andean mountain forests from 1,400 to 2,500 masl. We surveyed the species using Van Someren-Rydon traps with decaying fish as bait in four sites (veredas) in the Eastern Cordillera, in the Municipality of Florencia, Caqueta, Colombia. A total of 221 individuals were collected in the four localities. The Vereda Las Brisas had the highest abundance, with 104 specimens (45.4%), followed by El Vergel, 76 (33.2%), Tarqui, 46 (20.1%) and Los Lirios, 2 (0.9%). The record of this species in the mountainous ecosystems of the Department of Caqueta expands the known distribution of B. splendens and adds to the incipient knowledge on the diversity of Diptera in this region.",,,,"Wolff, Marta/AAF-9072-2019","Ramos-Pastrana, Yardany/0000-0002-3193-6659",,,,,,,,,,,,0044-5967,1809-4392,,,,JUL-SEP,2019,49,3,,,,,242,245,,10.1590/1809-4392201803521,,,,,,,WOS:000480634100011,,,,,,
J,"Takahashi, Y; Noriyuki, S",,,,"Takahashi, Yuma; Noriyuki, Suzuki",,,Colour polymorphism influences species' range and extinction risk,BIOLOGY LETTERS,,,,,,,,,,,,"Polymorphisms in a population are expected to increase the growth rate and the stability of the population, leading to the expansion of geographical distribution and mitigation of extinction risk of a species. However, the generality of such ecological consequences of colour polymorphism remain, uncertain. Here, via a comparative approach, we assessed whether colour polymorphisms influence climatic niche breadth and extinction risk in some groups of damselflies, butterflies and vertebrates. The climatic niche breadth was greater, and extinction risk was lower in polymorphic specie, than in monomorphic species in all taxa analysed. The results suggest that colour polymorphism facilitates range expansion and species persistence.",,,,"Noriyuki, Suzuki/I-4882-2015","Noriyuki, Suzuki/0000-0002-7483-0758",,,,,,,,,,,,1744-9561,1744-957X,,,,JUL,2019,15,7,,,,,,,20190228,10.1098/rsbl.2019.0228,,,,,,,WOS:000479136400011,31337289,,,,,
J,"Hoegh-Guldberg, O; Pendleton, L; Kaup, A",,,,"Hoegh-Guldberg, Ove; Pendleton, Linwood; Kaup, Anne",,,People and the changing nature of coral reefs,REGIONAL STUDIES IN MARINE SCIENCE,,,,,,,,,,,,"Coral reefs are biodiverse and productive ecosystems but are threatened by local and global stresses. The resulting loss of coral reefs is threatening coastal food and livelihoods. Climate projections suggest that coral reefs will continue to undergo major changes even if the goals of the Paris Agreement (Dec 2015) are successfully implemented. Ecological changes include modified food webs, shifts in community structure, reduced habitat complexity, decreased fecundity and recruitment, changes to fisheries productivity/opportunity, and a shift in the carbonate budget of some ecosystems toward dissolution and erosion of calcium carbonate stocks. Broad estimates of the long-term (present value) of services provided by the ocean's ecological assets exist and are useful in highlighting the value of reefs yet must be contextualised by how people respond under ecosystem change. The dynamic nature of the relationship between people, economies, and the environment complicates estimation of human consequences and economic outcomes of changing environmental and ecological capital. Challenges have increased given lack of baseline data and our inability to predict (with any precision) how people respond to changing coral reef conditions, especially given the variability, flexibility, and creativity shown by human communities and economies under change. Here, we explore how the changes to the three-dimensional structure of coral reefs affect benefits for people, specifically coastal protection, fisheries habitat, and tourism. Based on a review of available data and literature, we make a series of key recommendations that are required to better understanding of how global change will affect people dependent on coral reefs. These include: (1) baseline studies and frameworks for understanding human responses to climate change within complex social and ecological setting such as coral reefs, (2) better tools for exploring environmental benefits, markets, and financial systems faced by change, and (3) the integration of these insights into more effective policy making. (C) 2019 Published by Elsevier B.V.",,,,"Hoegh-Guldberg, Ove/ABA-5420-2020","Hoegh-Guldberg, Ove/0000-0001-7510-6713",,,,,,,,,,,,2352-4855,,,,,JUL,2019,30,,,,,,,,100699,10.1016/j.rsma.2019.100699,,,,,,,WOS:000477764900002,,,,,,
J,"Ivey, MR; Colvin, M; Strickland, BK; Lashley, MA",,,,"Ivey, Matthew R.; Colvin, Michael; Strickland, Bronson K.; Lashley, Marcus A.",,,Reduced vertebrate diversity independent of spatial scale following feral swine invasions,ECOLOGY AND EVOLUTION,,,,,,,,,,,,"Biological invasions often have contrasting consequences with reports of invasions decreasing diversity at small scales and facilitating diversity at large scales. Thus, previous literature has concluded that invasions have a fundamental spatial scale-dependent relationship with diversity. Whether the scale-dependent effects apply to vertebrate invaders is questionable because studies consistently report that vertebrate invasions produce different outcomes than plant or invertebrate invasions. Namely, vertebrate invasions generally have a larger effect size on species richness and vertebrate invaders commonly cause extinction, whereas extinctions are rare following invertebrate or plant invasions. In an agroecosystem invaded by a non-native ungulate (i.e., feral swine, Sus scrofa), we monitored species richness of native vertebrates in forest fragments ranging across four orders of magnitude in area. We tested three predictions of the scale-dependence hypothesis: (a) Vertebrate species richness would positively increase with area, (b) the species richness y-intercept would be lower when invaded, and (c) the rate of native species accumulation with area would be steeper when invaded. Indeed, native vertebrate richness increased with area and the species richness was 26% lower than should be expected when the invasive ungulate was present. However, there was no evidence that the relationship was scale dependent. Our data indicate the scale-dependent effect of biological invasions may not apply to vertebrate invasions.",,,,,,,,,,,,,,,,,2045-7758,,,,,JUL,2019,9,13,,,,,7761,7767,,10.1002/ece3.5360,,,,,,,WOS:000476593800029,31346438,,,,,
J,"Chen, TY; Lou, AR",,,,"Chen, Tian-Yi; Lou, An-Ru",,,"Phylogeography and paleodistribution models of a widespread birch (Betula platyphylla Suk.) across East Asia: Multiple refugia, multidirectional expansion, and heterogeneous genetic pattern",ECOLOGY AND EVOLUTION,,,,,,,,,,,,"Widespread tree species cover large geographical areas and play important roles in various vegetation types. Understanding how these species responded to historical climatic changes is important for understanding community assembly mechanisms with evolutionary and conservation implications. However, the location of refugial areas and postglacial history of widespread trees in East Asia remain poorly known. We combined microsatellite data (63 populations, 1756 individuals) and ecological niche modeling to examine the range-wide population diversity, genetic structure, and historical demography of a pioneer tree species, Asian white birch (Betula platyphylla Suk.) across East Asia. We found a north-to-south trend of declining genetic diversity and five clusters, corresponding to geographical regions. Different clusters were inferred to have diverged through Pleistocene climatic oscillations and have different expansion routes, leading to genetic admixture in some populations. Ecological niche models indicated that the distribution of B. platyphylla during the last glacial maximum still had a large latitude span with slight shifts toward southeast, and northern populations had more variable distribution ranges than those in the south during later climatic oscillations. Our results reflect the relatively stable distribution through the last glacial-interglacial cycles and recent multidirectional expansion of B. platyphylla, providing new hypotheses for the response pattern of widespread tree species to climate change. The gradual genetic pattern from northeast to southwest and alternative distribution dynamics possibly resulted from environmental differences caused by latitude and topographic heterogeneity.",,,,,,,,,,,,,,,,,2045-7758,,,,,JUL,2019,9,13,,,,,7792,7807,,10.1002/ece3.5365,,,,,,,WOS:000476593800032,31346441,,,,,
