Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Hammer, MF; Karafet, TM; Redd, AJ; Jarjanazi, H; Santachiara-Benerecetti, S; Soodyall, H; Zegura, SL",,,,"Hammer, MF; Karafet, TM; Redd, AJ; Jarjanazi, H; Santachiara-Benerecetti, S; Soodyall, H; Zegura, SL",,,Hierarchical patterns of global human Y-chromosome diversity,MOLECULAR BIOLOGY AND EVOLUTION,,,,,,,,,,,,"We examined 43 biallelic polymorphisms on the nonrecombining portion of the Y chromosome (NRY) in 50 human populations encompassing a total of 2,858 males to study the geographic structure of Y-chromosome variation. Patterns of NRY diversity varied according to geographic region and method/level of comparison. For example, populations from Central Asia had the highest levels of heterozygosity, while African populations exhibited a higher level of mean pairwise differences among haplotypes. At the global level, 36% of the total variance of NRY haplotypes was attributable to differences among populations (i.e., Phi (ST) = 0.36). When a series of AMOVA analyses was performed on different groupings of the 50 populations, high levels of among-groups variance (Phi (CT)) were found between Africans, Native Americans, and a single group containing all 36 remaining populations. The same three population groupings formed distinct clusters in multidimensional scaling plots. A nested cladistic analysis (NCA) demonstrated that both population structure processes (recurrent gene flow restricted by isolation by distance and long-distance dispersals) and population history events (contiguous range expansions and long-distance colonizations) were instrumental in explaining this tripartite division of global NRY diversity. As in our previous analyses of smaller NRY data sets, the NCA detected a global contiguous range expansion out of Africa at the level of the total cladogram. Our new results support a,general scenario in which, after an early out-of-Africa range expansion, global-scale patterns of NRY variation were mainly influenced by migrations out of Asia. Two other notable findings of the NCA were (1) Europe as a receiver of intercontinental signals primarily from Asia, and (2) the large number of intracontinental signals within Africa. Our AMOVA analyses also supported the hypothesis that patrilocality effects are evident at local and regional scales, rather than at intercontinental and global levels. Finally, our results underscore the importance of subdivision of the human paternal gene pool and imply that caution should be exercised when using models and experimental strategies based on the assumption of panmixia.",,,,"Jarjanazi, Hamdi/B-6221-2011","Jarjanazi, Hamdi/0000-0001-8652-2560",,,,,,,,,,,,0737-4038,,,,,JUL,2001,18,7,,,,,1189,1203,,10.1093/oxfordjournals.molbev.a003906,,,,,,,WOS:000169846400005,11420360,,,,,
J,"Jaenson, TGT; Jaenson, DGE; Eisen, L; Petersson, E; Lindgren, E",,,,"Jaenson, Thomas G. T.; Jaenson, David G. E.; Eisen, Lars; Petersson, Erik; Lindgren, Elisabet",,,Changes in the geographical distribution and abundance of the tick Ixodes ricinus during the past 30 years in Sweden,PARASITES & VECTORS,,,,,,,,,,,,"Background: Ixodes ricinus is the main vector in Europe of human-pathogenic Lyme borreliosis (LB) spirochaetes, the tick-borne encephalitis virus (TBEV) and other pathogens of humans and domesticated mammals. The results of a previous 1994 questionnaire, directed at people living in Central and North Sweden (Svealand and Norrland) and aiming to gather information about tick exposure for humans and domestic animals, suggested that Ixodes ricinus ticks had become more widespread in Central Sweden and the southern part of North Sweden from the early 1980s to the early 1990s. To investigate whether the expansion of the tick's northern geographical range and the increasing abundance of ticks in Sweden were still occurring, in 2009 we performed a follow-up survey 16 years after the initial study. Methods: A questionnaire similar to the one used in the 1994 study was published in Swedish magazines aimed at dog owners, home owners, and hunters. The questionnaire was published together with a popular science article about the tick's biology and role as a pathogen vector in Sweden. The magazines were selected to get information from people familiar with ticks and who spend time in areas where ticks might be present. Results: Analyses of data from both surveys revealed that during the near 30-year period from the early 1980s to 2008, I. ricinus has expanded its distribution range northwards. In the early 1990s ticks were found in new areas along the northern coastline of the Baltic Sea, while in the 2009 study, ticks were reported for the first time from many locations in North Sweden. This included locations as far north as 66 degrees N and places in the interior part of North Sweden. During this 16-year period the tick's range in Sweden was estimated to have increased by 9.9%. Most of the range expansion occurred in North Sweden (north of 60 degrees N) where the tick's coverage area doubled from 12.5% in the early 1990s to 26.8% in 2008. Moreover, according to the respondents, the abundance of ticks had increased markedly in LB- and TBE-endemic areas in South (Gotaland) and Central Sweden. Conclusions: The results suggest that I. ricinus has expanded its range in North Sweden and has become distinctly more abundant in Central and South Sweden during the last three decades. However, in the northern mountain region I. ricinus is still absent. The increased abundance of the tick can be explained by two main factors: First, the high availability of large numbers of important tick maintenance hosts, i.e., cervids, particularly roe deer (Capreolus capreolus) during the last three decades. Second, a warmer climate with milder winters and a prolonged growing season that permits greater survival and proliferation over a larger geographical area of both the tick itself and deer. High reproductive potential of roe deer, high tick infestation rate and the tendency of roe deer to disperse great distances may explain the range expansion of I. ricinus and particularly the appearance of new TBEV foci far away from old TBEV-endemic localities. The geographical presence of LB in Sweden corresponds to the distribution of I. ricinus. Thus, LB is now an emerging disease risk in many parts of North Sweden. Unless countermeasures are undertaken to keep the deer populations, particularly C. capreolus and Dama dama, at the relatively low levels that prevailed before the late 1970s - especially in and around urban areas where human population density is high by e. g. reduced hunting of red fox (Vulpes vulpes) and lynx (Lynx lynx), the incidences of human LB and TBE are expected to continue to be high or even to increase in Sweden in coming decades.",,,,"Petersson, Erik/K-7236-2017","Petersson, Erik/0000-0001-6443-4172",,,,,,,,,,,,1756-3305,,,,,JAN 10,2012,5,,,,,,,,8,10.1186/1756-3305-5-8,,,,,,,WOS:000302230200001,22233771,,,,,
J,"Milner, JM; Bonenfant, C; Mysterud, A; Gaillard, JM; Csanyi, S; Stenseth, NC",,,,"Milner, Jos M.; Bonenfant, Christophe; Mysterud, Atle; Gaillard, Jean-Michel; Csanyi, Sandor; Stenseth, Nils Chr.",,,Temporal and spatial development of red deer harvesting in Europe: biological and cultural factors,JOURNAL OF APPLIED ECOLOGY,,,,,,,,,,,,"1. Deer numbers have increased dramatically throughout Europe and North America over the last century, but empirical analyses of variation in harvesting and the influence of biological and cultural factors are lacking. 2. We examined trends in size and composition of red deer Cervus elaphus harvests over the last three to four decades in 11 European countries with contrasting deer productivity, management strategies and hunting traditions. 3. The harvest increased exponentially in all countries except Austria and Germany, where it was stable, and Poland, where it has declined in recent years. Harvest growth rates ranged from 0.009 in Austria to 0.075 in Sweden and depended on the management system and harvest composition, being negatively related to the proportion of females in the adult harvest. 4. Within four focal countries (France, Hungary, Norway and Scotland), there was considerable spatial variation in harvest growth rates. These tended to be higher in recently colonized areas than in traditional hunting areas and were often higher than the maximum possible population growth rate. Range expansion was an important component of the increase in total harvest in France and Scotland, but not in Hungary or Norway. 5. Harvest composition was available for seven countries, all of which showed a strong increase in the proportion of calves in the harvest. The sex ratio of the adult harvest was relatively stable, being strongly male-biased in Norway and marginally female-biased elsewhere. The proportion of males in the harvest was unrelated to trophy hunting objectives. 6. Synthesis and applications. Our study emphasizes that cultural aspects of management need to be accounted for, as well as biological factors, when interpreting the patterns of harvest growth and composition across Europe. Widespread sustained harvest growth has occurred, suggesting continued growth of deer populations with consequent social and economic impacts. Population control is therefore a major challenge for the future, currently hampered by inadequate population data and a decreasing number of hunters in some countries. Increasing the motivation of hunters to harvest female deer is one possible solution, although this may conflict with hunting traditions and economic considerations in some areas.",,,,"Csanyi, Sandor/F-5320-2010; Stenseth, Nils Chr./G-5212-2016; Mysterud, Atle/AAQ-2864-2020; Milner, Jos M./G-7722-2012; Bonenfant, Christophe/I-8645-2019","Csanyi, Sandor/0000-0001-7757-7156; Stenseth, Nils Chr./0000-0002-1591-5399; Mysterud, Atle/0000-0001-8993-7382; Milner, Jos M./0000-0003-0229-3655; Bonenfant, Christophe/0000-0002-9924-419X",,,,,,,,,,,,0021-8901,1365-2664,,,,AUG,2006,43,4,,,,,721,734,,10.1111/j.1365-2664.2006.01183.x,,,,,,,WOS:000238487200012,,,,,,
J,"Whitney, KD; Randell, RA; Rieseberg, LH",,,,"Whitney, Kenneth D.; Randell, Rebecca A.; Rieseberg, Loren H.",,,Adaptive introgression of herbivore resistance traits in the weedy sunflower Helianthus annuus,AMERICAN NATURALIST,,,,,,,,,,,,"The role of hybridization in adaptive evolution is contentious. While many cases of adaptive trait introgression have been proposed, the relevant traits have rarely been identified, resulting in a lack of clear examples of this process. Here, we examine a purported case of adaptive introgression in which the annual sunflower Helianthus annuus annuus has captured alleles from a congener ( Helianthus debilis) to form a stabilized hybrid, Helianthus annuus texanus. We tested the hypotheses that herbivore resistance traits have introgressed from H. debilis to H. annuus and have increased adaptation in the latter. In two common gardens, fitness ( estimated by seed production) was on average 55% higher in H. a. texanus than in H. a. annuus. For H. a. texanus, three damage traits ( of seven tested) differed significantly from the H. a. annuus parent in one or both sites and were shifted in the direction of the more resistant H. debilis. Natural selection favored H. a. debilis BC 1 hybrids ( synthesized to mimic the ancestors of H. a. texanus) with H. debilis - like resistance to seed midges Neolasioptera helianthis and to receptacle/seed feeding Lepidoptera at one or both sites. Assuming similar herbivore pressures in the past, these results suggest that introgression of biotic resistance traits was important in the adaptation of H. annuus to central and southern Texas.",,,,"Rieseberg, Loren H/B-3591-2013; Whitney, Kenneth D/B-2971-2011","Rieseberg, Loren H/0000-0002-2712-2417; Whitney, Kenneth D/0000-0002-2523-5469",,,,,,,,,,,,0003-0147,1537-5323,,,,JUN,2006,167,6,,,,,794,807,,10.1086/504606,,,,,,,WOS:000238341500002,16649157,,,,,
J,"Kinlan, BP; Gaines, SD; Lester, SE",,,,"Kinlan, BP; Gaines, SD; Lester, SE",,,Propagule dispersal and the scales of marine community process,DIVERSITY AND DISTRIBUTIONS,,,,,,,,,,,,"Benthic marine organisms are characterized by a bipartite life history in which populations of sedentary adults are connected by oceanic transport of planktonic propagules. In contrast with the terrestrial case, where 'long distance dispersal' (LDD) has traditionally been viewed as a process involving rare events, this creates the possibility for large numbers of offspring to travel far relative to the spatial scale of adult populations. As a result, the concept of LDD must be examined carefully when applied in a marine context. Any measure of LDD requires reference to an explicit 'local' scale, often defined in terms of adult population demography, habitat patchiness, or the average dispersal distance. Terms such as 'open' and 'closed' are relative, and should be used with caution, especially when compared across different taxa and systems. We use recently synthesized data on marine propagule dispersal potential and the spread of marine invasive species to draw inferences about average and maximum effective dispersal distances for marine taxa. Foremost, our results indicate that dispersal occurs at a wide range of scales in marine communities. The nonrandom distribution of these scales among community members has implications for marine community dynamics, and for the implementation of marine conservation efforts. Second, in agreement with theoretical results, our data illustrate that average and extreme dispersal scales do not necessarily covary. This further confounds simple classifications of 'short' and 'long' dispersers, because different ecological processes (e.g. range expansion vs. population replenishment) depend on different aspects of the dispersal pattern (e.g. extremes vs. average). Our findings argue for a more rigorous quantitative view of scale in the study of marine dispersal processes, where relative terms such as 'short' and 'long', 'open' and 'closed', 'retained' and 'exported' are defined only in conjunction with explicit definitions of the scale and process of interest. This shift in perspective represents an important step towards unifying theoretical and empirical studies of dispersal processes in marine and terrestrial systems.",,,,"Gaines, Steven/Y-3234-2019","Kinlan, Brian/0000-0001-7736-1726",,,,,,,,,,,,1366-9516,1472-4642,,,,MAR,2005,11,2,,,,,139,148,,10.1111/j.1366-9516.2005.00158.x,,,,,,,WOS:000227387900003,,,,,,
J,"Heffernan, JB; Soranno, PA; Angilletta, MJ; Buckley, LB; Gruner, DS; Keitt, TH; Kellner, JR; Kominoski, JS; Rocha, AV; Xiao, JF; Harms, TK; Goring, SJ; Koenig, LE; McDowell, WH; Powell, H; Richardson, AD; Stow, CA; Vargas, R; Weathers, KC",,,,"Heffernan, James B.; Soranno, Patricia A.; Angilletta, Michael J., Jr.; Buckley, Lauren B.; Gruner, Daniel S.; Keitt, Tim H.; Kellner, James R.; Kominoski, John S.; Rocha, Adrian V.; Xiao, Jingfeng; Harms, Tamara K.; Goring, Simon J.; Koenig, Lauren E.; McDowell, William H.; Powell, Heather; Richardson, Andrew D.; Stow, Craig A.; Vargas, Rodrigo; Weathers, Kathleen C.",,,Macrosystems ecology: understanding ecological patterns and processes at continental scales,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,,,,,,,,,,,,"Macrosystems ecology is the study of diverse ecological phenomena at the scale of regions to continents and their interactions with phenomena at other scales. This emerging subdiscipline addresses ecological questions and environmental problems at these broad scales. Here, we describe this new field, show how it relates to modern ecological study, and highlight opportunities that stem from taking a macrosystems perspective. We present a hierarchical framework for investigating macrosystems at any level of ecological organization and in relation to broader and finer scales. Building on well-established theory and concepts from other subdisciplines of ecology, we identify feedbacks, linkages among distant regions, and interactions that cross scales of space and time as the most likely sources of unexpected and novel behaviors in macrosystems. We present three examples that highlight the importance of this multiscaled systems perspective for understanding the ecology of regions to continents.",,,,"Keitt, Timothy H./AAF-9787-2021; Richardson, Andrew D./F-5691-2011; McDowell, William H/E-9767-2010; Heffernan, James/D-1261-2010; Kominoski, John Stephen/A-5907-2008; Gruner, Daniel S./A-5166-2010; Vargas, Rodrigo/C-4720-2008; Stow, Craig/AAG-8109-2020","Keitt, Timothy H./0000-0002-4587-1083; Richardson, Andrew D./0000-0002-0148-6714; McDowell, William H/0000-0002-8739-9047; Heffernan, James/0000-0001-7641-9949; Kominoski, John Stephen/0000-0002-0978-3326; Gruner, Daniel S./0000-0002-3153-4297; Vargas, Rodrigo/0000-0001-6829-5333; Stow, Craig/0000-0001-6171-7855; Buckley, Lauren/0000-0003-1315-3818; Goring, Simon/0000-0002-2700-4605; Soranno, Patricia/0000-0003-1668-9271; Koenig, Lauren/0000-0002-7790-330X",,,,,,,,,,,,1540-9295,1540-9309,,,,FEB,2014,12,1,,,,,5,14,,10.1890/130017,,,,,,,WOS:000335370600002,,,,,,
J,"Byrne, M",,,,"Byrne, M.",,,Evidence for multiple refugia at different time scales during Pleistocene climatic oscillations in southern Australia inferred from phylogeography,QUATERNARY SCIENCE REVIEWS,,,,,,,,,,,,"Phylogeography uses the spatial distribution of genealogical lineages to deduce the influence of historical processes on the evolution of species, and can be informative in regard to location of refugia during extreme climatic conditions. Southern Australia is an ancient landscape with generally low geological relief that was not glaciated but did experience significant climatic oscillations from warm wet conditions in interglacials to cool dry environments during glacial maxima. Phylogeographic patterns in many of the biota of southern Australia reveal evidence of geographically structured divergent lineages indicative of contraction to, and expansion from, major refugia. The time frame for this divergence corresponds with mid Pleistocene climatic oscillations that became more extreme with greater amplitude, and with increased aridity and the formation of sandy deserts. Within lineages there is high haplotype diversity that is generally locally distributed, often specific to populations. These patterns do not reveal specific locations of major refugia that have high diversity and acted as an origin for recent range expansion, as has been observed in Northern Hemisphere glaciated regions. Rather it appears there have been multiple localised refugia throughout the distributions of the species, allowing them to persist through multiple climatic cycles in heterogeneous environments. Phylogeographic patterns in southern Australia indicate that major biotic responses to climatic change involve persistence and resilience rather than large-scale migration, indicating the importance of dynamic evolutionary processes and a mosaic of habitats in heterogeneous landscapes for species to persist though changing environmental conditions. (C) 2008 Elsevier Ltd. All rights reserved.",,,,"Byrne, Margaret/H-8198-2015","Byrne, Margaret/0000-0002-7197-5409",,,,,,,,,,,,0277-3791,,,,,DEC,2008,27,27-28,,,SI,,2576,2585,,10.1016/j.quascirev.2008.08.032,,,,,,,WOS:000262051100014,,,,,,
J,"Braby, CE; Somero, GN",,,,"Braby, Caren E.; Somero, George N.",,,Following the heart: temperature and salinity effects on heart rate in native and invasive species of blue mussels (genus Mytilus),JOURNAL OF EXPERIMENTAL BIOLOGY,,,,,,,,,,,,"The three species of blue mussels, Mytilus trossulus Gould 1850, M. edulis Linnaeus 1758 and M. galloprovincialis Lamarck 1819, have distinct global distribution patterns that are hypothesized to reflect differences in their tolerances of temperature and salinity. We examined effects on heart rate (beats min(-1)) of acute exposure and acclimation to different combinations of temperature and salinity to test this hypothesis and, in the context of the invasive success of M. galloprovincialis, to gain insights into the factors that may explain the replacement of the temperate Pacific native, M. trossulus, by this Mediterranean Sea invader along much of the California coast. Heart rate of M. trossulus was significantly higher than that of M. galloprovincialis, consistent with evolutionary adaptation to a lower habitat temperature (temperature compensation) in the former species. Heart rates of M. trossulus/M. galloprovincialis hybrids were intermediate between those of the parental species. Following acclimation to 14 degrees C and 21 degrees C, heart rates of all species exhibited partial compensation to temperature. Heart rate increased with rising temperature until a high temperature was reached at which point activity fell sharply, the high critical temperature (H-crit). H-crit increased with increasing acclimation temperature and differed among species in a pattern that reflected their probable evolutionary adaptation temperatures: M. galloprovincialis is more heat tolerant than the other two congeners. Ability to sustain heart function in the cold also reflected evolutionary history: M. trossulus is more cold tolerant than M. galloprovincialis. Heart rates for all three congeners decreased gradually in response to acute reductions in salinity until a low salinity (S-crit) was reached at which heart rate dropped precipitously. S-crit decreased with decreasing salinity of acclimation and was generally lowest for M. galloprovincialis. Mortality during acclimation under common garden conditions was greatest in M. trossulus and was highest at high acclimation temperatures and salinities. These intrinsic differences in basal heart rate, thermal and salinity responses, acclimatory capacity, and survivorship are discussed in the contexts of the species' biogeographic patterning and, for the invasive species M. galloprovincialis, the potential for further range expansion along the Pacific coast of North America.",,,,"Somero, George/AAC-3321-2019",,,,,,,,,,,,,0022-0949,1477-9145,,,,JUL 1,2006,209,13,,,,,2554,2566,,10.1242/jeb.02259,,,,,,,WOS:000238421800025,16788038,,,,,
J,"Marko, PB",,,,"Marko, PB",,,'What's larvae got to do with it?' Disparate patterns of post-glacial population structure in two benthic marine gastropods with identical dispersal potential,MOLECULAR ECOLOGY,,,,,,,,,,,,"In marine environments, many species have apparently colonized high latitude regions following the last glacial maximum (LGM) yet lack a life-history stage, such as a free-living larva, that is clearly capable of long-distance dispersal. Two hypotheses can explain the modern high latitude distributions of these marine taxa: (1) survival in northern refugia during the LGM or (2) rapid post-glacial dispersal by nonlarval stages. To distinguish these two scenarios, I characterized the genetic structure of two closely related northeastern Pacific gastropods that lack planktonic larvae but which have distributions extending more than 1000 km north of the southern limit of glaciers at the LGM. Despite having identical larval dispersal potential, these closely related species exhibit fundamentally different patterns of genetic structure. In Nucella ostrina, haplotype diversity among northern populations (British Columbia and Alaska) is low, no pattern of isolation by distance exists and a coalescent-based model of population growth indicates that during the LGM population size was reduced to less than 35% of its current size. In the congeneric and often sympatric N. lamellosa, northern populations harbour a diversity of ancient private haplotypes, significant evidence of isolation by distance exists and regional subdivision was found between northern (Alaska) and southern (southern British Columbia, Washington and Oregon) populations. Estimates of coalescent parameters indicate only a modest reduction in population size during the LGM and that northern and southern populations of N. lamellosa split similar to50 Kyr before the LGM. The patterns are consistent with the hypothesis that N. ostrina recently reinvaded the northeastern Pacific but N. lamellosa survived the LGM in a northern refuge. A comparison of similar studies in this region indicates that depleted levels of genetic variation at high latitudes - evidence suggestive of recent colonization from a southern refuge - is more common among intertidal species that live relatively high on the shore, where exposure times to cold stress in air are longer than for species living lower on the shore. These data suggest that for some faunas, ecological differences between taxa may be more important than larval dispersal potential in determining species' long-term biogeographical responses to climate change.",,,,,,,,,,,,,,,,,0962-1083,1365-294X,,,,MAR,2004,13,3,,,,,597,611,,10.1046/j.1365-294X.2004.02096.x,,,,,,,WOS:000188825700008,14871364,,,,,
J,"Osland, MJ; Enwright, N; Day, RH; Doyle, TW",,,,"Osland, Michael J.; Enwright, Nicholas; Day, Richard H.; Doyle, Thomas W.",,,Winter climate change and coastal wetland foundation species: salt marshes vs. mangrove forests in the southeastern United States,GLOBAL CHANGE BIOLOGY,,,,,,,,,,,,"We live in an era of unprecedented ecological change in which ecologists and natural resource managers are increasingly challenged to anticipate and prepare for the ecological effects of future global change. In this study, we investigated the potential effect of winter climate change upon salt marsh and mangrove forest foundation species in the southeastern United States. Our research addresses the following three questions: (1) What is the relationship between winter climate and the presence and abundance of mangrove forests relative to salt marshes; (2) How vulnerable are salt marshes to winter climate change-induced mangrove forest range expansion; and (3) What is the potential future distribution and relative abundance of mangrove forests under alternative winter climate change scenarios? We developed simple winter climate-based models to predict mangrove forest distribution and relative abundance using observed winter temperature data (19702000) and mangrove forest and salt marsh habitat data. Our results identify winter climate thresholds for salt marshmangrove forest interactions and highlight coastal areas in the southeastern United States (e.g., Texas, Louisiana, and parts of Florida) where relatively small changes in the intensity and frequency of extreme winter events could cause relatively dramatic landscape-scale ecosystem structural and functional change in the form of poleward mangrove forest migration and salt marsh displacement. The ecological implications of these marsh-to-mangrove forest conversions are poorly understood, but would likely include changes for associated fish and wildlife populations and for the supply of some ecosystem goods and services.",,,,"Osland, Michael J./D-1814-2014; Enwright, Nicholas/R-3640-2019; Enwright, Nicholas/G-9657-2014","Osland, Michael J./0000-0001-9902-8692; Enwright, Nicholas/0000-0002-7887-3261; Enwright, Nicholas/0000-0002-7887-3261; Day, Richard/0000-0002-5959-7054",,,,,,,,,,,,1354-1013,1365-2486,,,,MAY,2013,19,5,,,,,1482,1494,,10.1111/gcb.12126,,,,,,,WOS:000317284700013,23504931,,,,,
J,"McMahon, RF",,,,"McMahon, RF",,,Evolutionary and physiological adaptations of aquatic invasive animals: r selection versus resistance,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,,,,,,,,,,,,"Invasive species have been characterized as tolerant of environmental extremes. This hypothesis was evaluated for invasive aquatic species in North America, particularly Asian clams, Corbicula fluminea, and zebra mussels, Dreissena polymorpha. Both species have rapid growth, early maturity, short life spans, and elevated fecundity, allowing rapid population recovery after reductions by rarefractive, environmental extremes. Extensive resistance capacities offer little adaptive value to invasive, r-selected species, because population reductions occur in their unstable habitats regardless of degree of stress tolerance. Thus, both species have relatively poor physiologic resistance, depending instead on elevated growth and fecundity for rapid population recovery. In contrast, native North American bivalve species are often adapted to stable habitats where perturbation is infrequent (i.e., freshwater unionoidean bivalves). They are characterized by slow growth, extended life spans, and low effective fecundities, slowing population recoveries (K-selected), and have evolved extensive resistance adaptations to avoid extirpation during environmental extremes. Review of resistance adaptations in other North American aquatic invaders revealed poorer or equivalent physiological tolerance relative to taxonomically related native species, suggesting that extensive physiological tolerance is not required for invasive success.",,,,,,,,,,,,,,,,,0706-652X,1205-7533,,,,JUL,2002,59,7,,,,,1235,1244,,10.1139/F02-105,,,,,,,WOS:000177827100013,,,,,,
J,"Rochlin, I; Ninivaggi, DV; Hutchinson, ML; Farajollahi, A",,,,"Rochlin, Ilia; Ninivaggi, Dominick V.; Hutchinson, Michael L.; Farajollahi, Ary",,,Climate Change and Range Expansion of the Asian Tiger Mosquito (Aedes albopictus) in Northeastern USA: Implications for Public Health Practitioners,PLOS ONE,,,,,,,,,,,,"The Asian tiger mosquito, Aedes albopictus (Skuse), is an invasive species with substantial biting activity, high disease vector potential, and a global distribution that continues to expand. New Jersey, southern New York, and Pennsylvania are currently the northernmost boundary of established Ae. albopictus populations in the eastern United States. Using positive geographic locations from these areas, we modeled the potential future range expansion of Ae. albopictus in northeastern USA under two climate change scenarios. The land area with environmental conditions suitable for Ae. albopictus populations is expected to increase from the current 5% to 16% in the next two decades and to 43%-49% by the end of the century. Presently, about one-third of the total human population of 55 million in northeastern USA reside in urban areas where Ae. albopictus is present. This number is predicted to double to about 60% by the end of the century, encompassing all major urban centers and placing over 30 million people under the threat of dense Ae. albopictus infestations. This mosquito species presents unique challenges to public health agencies and has already strained the resources available to mosquito control programs within its current range. As it continues to expand into areas with fewer resources and limited organized mosquito control, these challenges will be further exacerbated. Anticipating areas of potential establishment, while planning ahead and gathering sufficient resources will be the key for successful public health campaigns. A broad effort in community sanitation and education at all levels of government and the private sector will be required until new control techniques are developed that can be applied efficiently and effectively at reasonable cost to very large areas.",,,,,,,,,,,,,,,,,1932-6203,,,,,APR 2,2013,8,4,,,,,,,e60874,10.1371/journal.pone.0060874,,,,,,,WOS:000317717300155,23565282,,,,,
S,"Hill, JK; Griffiths, HM; Thomas, CD",,"Berenbaum, MR; Carde, RT; Robinson, GE",,"Hill, Jane K.; Griffiths, Hannah M.; Thomas, Chris D.",,,Climate Change and Evolutionary Adaptations at Species' Range Margins,"ANNUAL REVIEW OF ENTOMOLOGY, VOL 56",Annual Review of Entomology,,,,,,,,,,,"During recent climate warming, many insect species have shifted their ranges to higher latitudes and altitudes. These expansions mirror those that occurred after the Last Glacial Maximum when species expanded from their ice age refugia. Postglacial range expansions have resulted in clines in genetic diversity across present-day distributions, with a reduction in genetic diversity observed in a wide range of insect taxa as one moves from the historical distribution core to the current range margin. Evolutionary increases in dispersal at expanding range boundaries are commonly observed in virtually all insects that have been studied, suggesting a positive feedback between range expansion and the evolution of traits that accelerate range expansion. The ubiquity of this phenomenon suggests that it is likely to be an important determinant of range changes. A better understanding of the extent and speed of adaptation will be crucial to the responses of biodiversity and ecosystems to climate change.",,,,"Thomas, Chris D/A-1460-2014; Hill, Jane K./AAJ-3374-2021; Hill, Jane K/G-5151-2011; Thomas, Chris D/A-1894-2012","Thomas, Chris D/0000-0003-2822-1334; Hill, Jane K./0000-0003-1871-7715; Thomas, Chris D/0000-0003-2822-1334",,,,,,,,,,,,0066-4170,,978-0-8243-0156-9,,,,2011,56,,,,,,143,159,,10.1146/annurev-ento-120709-144746,,,,,,,WOS:000286841900008,20809802,,,,,
J,"Ramette, A; Tiedje, JM",,,,"Ramette, Alban; Tiedje, James M.",,,"Biogeography: An emerging cornerstone for understanding prokaryotic diversity, ecology, and evolution",MICROBIAL ECOLOGY,,,,,,,,,,,,"New questions about microbial ecology and diversity combined with significant improvement in the resolving power of molecular tools have helped the reemergence of the field of prokaryotic biogeography. Here, we show that biogeography may constitute a cornerstone approach to study diversity patterns at different taxonomic levels in the prokaryotic world. Fundamental processes leading to the formation of biogeographic patterns are examined in an evolutionary and ecological context. Based on different evolutionary scenarios, biogeographic patterns are thus posited to consist of dramatic range expansion or regression events that would be the results of evolutionary and ecological forces at play at the genotype level. The deterministic or random nature of those underlying processes is, however, questioned in light of recent surveys. Such scenarios led us to predict the existence of particular genes whose presence or polymorphism would be associated with cosmopolitan taxa. Furthermore, several conceptual and methodological pitfalls that could hamper future developments of the field are identified, and future approaches and new lines of investigation are suggested.",,,,"Ramette, Alban/E-9197-2016","Ramette, Alban/0000-0002-3437-4639",,,,,,,,,,,,0095-3628,1432-184X,,,,FEB,2007,53,2,,,,,197,207,,10.1007/s00248-005-5010-2,,,,,,,WOS:000244645600003,17106806,,,,,
