"DOI","Topic","value","Journal","Year","citations","influence","Title","Abstract","influenceSTD"
"10.1111/jbi.13884",12,1,"JOURNAL OF BIOGEOGRAPHY",2020,10,1.16712327313924,"Lowest drought sensitivity and decreasing growth synchrony towards the dry distribution margin of European beech","Aim Climate limits the potential distribution ranges of species. Establishment and growth of individuals at range margins is assumed to be more limited by extreme events such as drought or frost events than in the centre of their range. We explore whether the growth of beech is more sensitive to drought towards the dry distribution margin and more sensitive to frost towards the cold distribution margin. Furthermore, we aim to gain insight into the adaptive potential of beech towards both the dry and cold distribution margins. Location European gradient from the dry (Spain) to the cold (Poland, Sweden) distribution margin of beech. Taxon European beech (Fagus sylvaticaL.). Methods We applied a range-wide dendroecological study to analyse spatial and temporal trends in climate-growth relationships. We further investigated negative growth anomalies and growth synchrony towards the range margins. Results We found beech to be drought sensitive across its whole range, except at the dry distribution margin. Furthermore, sensitivity to winter temperature was not found in the centre or at the cold distribution margin, but at the southern distribution margin. Growth synchrony was lower at the dry than at the cold distribution margin. Main conclusions Beech seems to be adapted to drought at the dry distribution margin with a high adaptive potential indicated by the lowest growth synchrony along the gradient. At the cold distribution margin, cold events in winter and spring were less important for growth than drought. Still, the importance of spring frost for beech growth appears to increase in recent decades. Considering a projected north-eastward shift of the distribution range, beech is likely facing drought stress in combination with spring frost risk at the cold margin which could lead to a hampered range expansion.",0.201762767889733
"10.1007/s10021-019-00441-2",12,1,"ECOSYSTEMS",2020,8,0.966452577677091,"Nitrogen Enrichment Accelerates Mangrove Range Expansion in the Temperate-Tropical Ecotone","Climate change and nutrient enrichment are two phenomena impacting coastal ecosystems. In coastal wetlands, mangroves in temperate-tropical ecotones are encroaching on adjacent saltmarshes, a pattern that is primarily attributed to warmer winter temperatures. Climate change is also expected to increase the vulnerability of coastal wetlands to eutrophication, and increases in nutrient availability may further mediate the rate of mangrove expansion. We investigated the consequences of nutrient enrichment on coastal wetlands in the mangrove-saltmarsh ecotone near the temperate edge of mangrove distribution along the northeast coast of Florida. We tested the hypothesis that nutrient enrichment enhances the ongoing, climate-driven expansion of mangroves into areas historically dominated by saltmarshes by increasing mangrove growth and cover, allowing them to outcompete and overgrow adjacent saltmarsh plants. We manipulated nitrogen (N) and phosphorus (P) availability and measured the effects on growth, cover, diversity, leaf traits, and nutrient dynamics of Avicennia germinans. We found that A. germinans shrubs growing in the saltmarsh-mangrove ecotone in northern Florida grew taller, increased their canopies, and had higher reproductive output when enriched with N compared to control plants and P-enriched plants. Nutrient enrichment did not alter Sarcocornia perennis growth and increased Batis maritima height but did not alter density or biomass. Nitrogen addition caused an increase in A. germinans cover and decrease in B. maritima cover and Simpson's index of diversity, suggesting that N enrichment, an ongoing phenomenon, can hasten the invasion of mangroves into saltmarshes by favoring mangrove growth and reproduction without significantly enhancing saltmarsh plant growth.",0.136904346029483
"10.1111/gcb.15113",12,1,"GLOBAL CHANGE BIOLOGY",2020,7,0.848669542020707,"Is subarctic forest advance able to keep pace with climate change?","Recent climate warming and scenarios for further warming have led to expectations of rapid movement of ecological boundaries. Here we focus on the circumarctic forest-tundra ecotone (FTE), which represents an important bioclimatic zone with feedbacks from forest advance and corresponding tundra disappearance (up to 50% loss predicted this century) driving widespread ecological and climatic changes. We address FTE advance and climate history relations over the 20th century, using FTE response data from 151 sites across the circumarctic area and site-specific climate data. Specifically, we investigate spatial uniformity of FTE advance, statistical associations with 20th century climate trends, and whether advance rates match climate change velocities (CCVs). Study sites diverged into four regions (Eastern Canada; Central and Western Canada and Alaska; Siberia; and Western Eurasia) based on their climate history, although all were characterized by similar qualitative patterns of behaviour (with about half of the sites showing advancing behaviour). The main associations between climate trend variables and behaviour indicate the importance of precipitation rather than temperature for both qualitative and quantitative behaviours, and the importance of non-growing season as well as growing season months. Poleward latitudinal advance rates differed significantly among regions, being smallest in Eastern Canada (similar to 10 m/year) and largest in Western Eurasia (similar to 100 m/year). These rates were 1-2 orders of magnitude smaller than expected if vegetation distribution remained in equilibrium with climate. The many biotic and abiotic factors influencing FTE behaviour make poleward advance rates matching predicted 21st century CCVs (similar to 10(3)-10(4) m/year) unlikely. The lack of empirical evidence for swift forest relocation and the discrepancy between CCV and FTE response contradict equilibrium model-based assumptions and warrant caution when assessing global-change-related biotic and abiotic implications, including land-atmosphere feedbacks and carbon sequestration.",0.0988358986311759
"10.1111/1365-2745.13285",12,1,"JOURNAL OF ECOLOGY",2020,10,1.16712327313924,"Temperature thresholds for black mangrove (Avicennia germinans) freeze damage, mortality and recovery in North America: Refining tipping points for range expansion in a warming climate","1. Near the tropical-temperate transition zone, warming winter temperatures are expected to facilitate the poleward range expansion of freeze-sensitive tropical organisms. In coastal wetlands of eastern and central North America, freeze-sensitive woody plants (mangroves) are expected to expand northward into regions currently dominated by freeze-tolerant herbaceous salt marsh plants. To advance understanding of mangrove range expansion, there is a need to refine temperature thresholds for mangrove freeze damage, mortality and recovery. 2. We integrated data from 38 sites spread across the mangrove range edge in the Gulf of Mexico and Atlantic coasts of North America, including data from a regional collaborative network - the Mangrove Migration Network. In 2018, an extreme freeze event affected 60% of these sites, with minimum temperatures ranging from 0 to -7 degrees C. 3. We used temperature and vegetation data from before and after the freeze to quantify temperature thresholds for leaf damage, mortality and biomass recovery of the black mangrove (Avicennia germinans) - the most freeze-tolerant mangrove species in North America. 4. For A. germinans individuals near their northern range limit, our results indicate that temperature thresholds for leaf damage are close to -4 degrees C, but temperature thresholds for mortality are closer to -7 degrees C. Thresholds are expected to be warmer for more southern A. germinans individuals and for the other two common mangrove species in the region (Laguncularia racemosa and Rhizophora mangle). Regenerative buds allowed A. germinans to resprout and recover quickly from above-ground freeze damage. Hence, biomass recovery levels during the first post-freeze growing season were 90%, 78%, 62% and 45% for temperatures of -4, -5, -6 and -7 degrees C, respectively. Due to a combination of vigorous resprouting and new recruitment from propagules, we expect full recovery at most sites within 1-3 years, assuming no further freeze events. 5. Synthesis. To improve predictions of tropical range expansion in response to climate change, there is a need to better understand tropical species' responses to winter temperature extremes. Collectively, our results refine temperature thresholds for A. germinans freeze damage, mortality and recovery, which can improve predictions of mangrove range expansion and coastal wetland ecological transformations in a warming climate.",0.201762767889733
"10.1111/1365-2435.13317",12,1,"FUNCTIONAL ECOLOGY",2020,11,1.25413465012887,"Biological invasion: The influence of the hidden side of the (epi) genome","1. Understanding the mechanisms underlying biological invasions and rapid adaptation to global change remains a fundamental challenge, particularly in small populations lacking in genetic variation. Two understudied mechanisms that could facilitate adaptive evolution and adaptive plasticity are the increased genetic variation due to transposable elements (TEs), and associated or independent modification of gene expression through epigenetic changes. 2. Here, we focus on the potential role of these genetic and non-genetic mechanisms for facilitating invasion success. Because novel or stressful environments are known to induce both epigenetic changes and TE activity, these mechanisms may play an underappreciated role in generating phenotypic and genetic variation for selection to act on. We review how these mechanisms operate, the evidence for how they respond to novel or stressful environments, and how these mechanisms can contribute to the success of biological invasions by facilitating adaptive evolution and phenotypic plasticity. 3. Because genetic and phenotypic variations due to TEs and epigenetic changes are often well regulated or hidden in the native environment, the independent and combined contribution of these mechanisms may only become important when populations colonize novel environments. A focus on the mechanisms that generate and control the expression of this variation in new environments may provide insights into biological invasions that would otherwise not be obvious. 4. Global changes and human activities impact on ecosystems and allow new opportunities for biological invasions. Invasive species succeed by adapting rapidly to new environments. The degree to which rapid responses to environmental change could be mediated by the epigenome-the regulatory system that integrates how environmental and genomic variation jointly shape phenotypic variation-requires greater attention if we want to understand the mechanisms by which populations successfully colonize and adapt to new environments.",0.229885561715895
"10.1086/705993",12,1,"AMERICAN NATURALIST",2020,10,1.16712327313924,"Evolution of Dispersal Can Rescue Populations from Expansion Load","Understanding the causes and consequences of range expansions or range shifts has a long history in evolutionary biology. Recent theoretical, experimental, and empirical work has identified two particularly interesting phenomena in the context of species range expansions: (i) gene surfing and the relaxation of natural selection and (ii) spatial sorting. The former can lead to an accumulation of deleterious mutations at range edges, causing an expansion load and slowing down expansion. The latter can create gradients in dispersal-related traits along the expansion axis and cause an acceleration of expansion. We present a theoretical framework that treats spatial sorting and gene surfing as spatial versions of natural selection and genetic drift, respectively. This model allows us to analytically study how gene surfing and spatial sorting interact and derive the probability of fixation of pleiotropic mutations at the expansion front. We use our results to predict the coevolution of mean fitness and dispersal rates, taking into account the effects of random genetic drift, natural selection, and spatial sorting, as well as correlations between fitness- and dispersal-related traits. We identify a rescue effect of spatial sorting, where the evolution of higher dispersal rates at the leading edge rescues the population from incurring expansion load.",0.201762767889733
"10.1146/annurev-ecolsys-012120-091002",12,1,"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 51, 2020",2020,5,0.560987469568926,"What Do We Really Know About Adaptation at Range Edges?","Recent theory and empirical evidence have provided new insights regarding how evolutionary forces interact to shape adaptation at stable and transient range margins. Predictions regarding trait divergence at leading edges are frequently supported. However, declines in fitness at and beyond edges show that trait divergence has sometimes been insufficient to maintain high fitness, so identifying constraints to adaptation at range edges remains a key challenge. Indirect evidence suggests that range expansion may be limited by adaptive genetic variation, but direct estimates of genetic constraints at and beyond range edges are still scarce. Sequence data suggest increased genetic load in edge populations in several systems, but its causes and fitness consequences are usually poorly understood. The balance between maladaptive and positive effects of gene flow on fitness at range edges deserves further study. It is becoming increasingly clear that characterizations about degree of adaptation based solely on geographical peripherality are unsupported.",0.00585468294476362
"10.1111/1440-1703.12076",12,1,"ECOLOGICAL RESEARCH",2020,8,0.966452577677091,"Invader at the gate: The status of red imported fire ant in Australia and Asia","Since it first secured a foothold in the southern United States in the 1930s from its native South America, the red imported fire ant Solenopsis invicta Buren has now spread to more than 20 countries and territories. We update the status of S. invicta in Australia, China and Taiwan and discuss the invasion threat posed to other countries in the region, including India, Japan, South Korea, Myanmar, Laos and Vietnam. An analysis of the manner of spread and responses by governments to the invasion reveals some important lessons: (a) S. invicta can be eradicated if detected early enough, (b) there has been a level of unpreparedness and under-resourcing of quarantine agencies in some countries to deal with the pest, (c) strict controls on the movement of products likely to harbor S. invicta are essential in preventing or slowing the spread of the pest and has a major influence on the success or failure of eradication efforts and (d) a coordinated agency response is necessary to prevent treatment failure. Currently, cargo container traffic is the main mechanism for movement of S. invicta around the world and can only be addressed by international collaboration. Given the recent fire ant propagule pressure on Japan and South Korea via container traffic from China, it is likely that China may be a new bridgehead for the invasion of its neighbors in Asia and beyond.",0.136904346029483
"10.1111/gcb.14842",12,1,"GLOBAL CHANGE BIOLOGY",2020,7,0.848669542020707,"Winter climate change and the poleward range expansion of a tropical invasive tree (Brazilian pepper-Schinus terebinthifolius)","Winter climate change is expected to lead to the tropicalization of temperate ecosystems, where tropical species expand poleward in response to a decrease in the intensity and duration of winter temperature extremes (i.e., freeze events). In the southeastern United States, freezing temperatures control the northern range limits of many invasive nonnative species. Here, we examine the influence of freezing temperatures and winter climate change on the northern range limits of an invasive nonnative tree-Schinus terebinthifolius (Brazilian pepper). Since introduction in the 1800s, Brazilian pepper has invaded ecosystems throughout south and central Florida to become the state's most widespread nonnative plant species. Although Brazilian pepper is sensitive to freezing temperatures, temperature controls on its northern distribution have not been adequately quantified. We used temperature and plant occurrence data to quantify the sensitivity of Brazilian pepper to freezing temperatures. Then, we examined the potential for range expansion under three alternative future climate scenarios (+2 degrees C, +4 degrees C, and +6 degrees C). Our analyses identify a strong nonlinear sigmoidal relationship between minimum temperature and Brazilian pepper presence, with a discrete threshold temperature occurring near -11 degrees C. Our future scenario analyses indicate that, in response to warming winter temperatures, Brazilian pepper is expected to expand northward and transform ecosystems in north Florida and across much of the Gulf of Mexico and south Atlantic coasts of the United States. These results underscore the importance of early detection and rapid response efforts to identify and manage the northward invasion of Brazilian pepper in response to climate change. Looking more broadly, our work highlights the need to anticipate and prepare for the tropicalization of temperate ecosystems by tropical invasive species.",0.0988358986311759
"10.1016/j.tree.2019.05.012",12,1,"TRENDS IN ECOLOGY & EVOLUTION",2019,21,1.30062889555621,"How Evolution Modifies the Variability of Range Expansion","Eco-evolutionary theory suggests that rapid evolution can accelerate range expansion speed. In addition to average speed, recent experimental studies reveal that evolution can also influence the amount of variability across replicates of spreading populations, but in contrasting ways. Here we develop a predictive framework, drawing on ideas from population genetics and spread theory, to understand when, why, and in what direction evolution will modify the variability of range expansion. Our framework revolves around the balance of variance-generating (drift) and variance-reducing (selective) evolutionary processes, and factors that may tip this balance, including population size at the leading edge and mating system. We suggest hypotheses to clarify contrasting experimental results and highlight a way forward for studying eco-evolutionary dynamics of range expansion.",0.244912884848731
"10.1111/ecog.04499",12,1,"ECOGRAPHY",2019,11,0.694493091985898,"Recalculating route: dispersal constraints will drive the redistribution of Amazon primates in the Anthropocene","Climate change will redistribute the global biodiversity in the Anthropocene. As climates change, species might move from one place to another, due to local extinctions and colonization of new environments. However, the existence of permeable migratory routes precedes faunal migrations in fragmented landscapes. Here, we investigate how dispersal will affect the outcome of climate change on the distribution of Amazon's primate species. We modeled the distribution of 80 Amazon primate species, using ecological niche models, and projected their potential distribution on scenarios of climate change. Then, we imposed landscape restrictions to primate dispersal, derived from a natural biogeographical barrier to primates (the main tributaries of the Amazon river) and an anthropogenic constraint to the migration of many canopy-dependent animals (deforested areas). We also highlighted potential conflict zones, i.e. regions of high migration potential but predicted to be deforested. Species response to climate change varied across dispersal limitation scenarios. If species could occupy all newly suitable climate, almost 70% of species could expand ranges. Including dispersal barriers (natural and anthropogenic), however, led to range expansion in only less than 20% of the studied species. When species were not allowed to migrate, all of them lost an average of 90% of the suitable area, suggesting that climate may become unsuitable within their present distributions. All Amazon primate species may need to move as climate changes to avoid deleterious effects of exposure to non-analog climates. The effect of climate change on the distribution of Amazon primates will ultimately depend on whether landscape permeability will allow climate-driven faunal migrations. The network of protected areas in the Amazon could work as 'stepping stones' but most are outside important migratory routes. Therefore, protecting important dispersal corridors is foremost to allow effective migrations of the Amazon fauna in face of climate change and deforestation.",0.0490047999037614
"10.1086/704594",12,1,"AMERICAN NATURALIST",2019,18,1.15402542136434,"Evolution at the Edge of Expanding Populations","Predicting the evolution of expanding populations is critical to controlling biological threats such as invasive species and cancer metastasis. Expansion is primarily driven by reproduction and dispersal, but nature abounds with examples of evolution where organisms pay a reproductive cost to disperse faster. When does selection favor this survival of the fastest? We searched for a simple rule, motivated by evolution experiments where swarming bacteria evolved into a hyperswarmer mutant that disperses similar to 100% faster but pays a growth cost of similar to 10% to make many copies of its flagellum. We analyzed a two-species model based on the Fisher equation to explain this observation: the population expansion rate (v) results from an interplay of growth (r) and dispersal (D) and is independent of the carrying capacity: v = 2 ( rD ) 1 / 2 . A mutant can take over the edge only if its expansion rate (v (2)) exceeds the expansion rate of the established species (v (1)); this simple condition ( v 2 > v 1 ) determines the maximum cost in slower growth that a faster mutant can pay and still be able to take over. Numerical simulations and time-course experiments where we tracked evolution by imaging bacteria suggest that our findings are general: less favorable conditions delay but do not entirely prevent the success of the fastest. Thus, the expansion rate defines a traveling wave fitness, which could be combined with trade-offs to predict evolution of expanding populations.",0.197529434298482
"10.1111/geb.12929",12,1,"GLOBAL ECOLOGY AND BIOGEOGRAPHY",2019,10,0.607481714996269,"Trait-based range expansion aided in the global radiation of Crocodylidae","Aim Almost half of the extant species of Crocodylia (nine genera, sensu Benton & Clark) belong to the genus Crocodylus, which originated in the Miocene. Today, this genus has a circumtropical distribution, with representatives found in Asia, Oceania, Africa and the Neotropics. However, its geographical origin and the historical events behind its rapid diversification and global radiation are still debated. Here, we inferred the evolution of a set of life traits that aid in dispersal and how they influenced the biogeography of Crocodylus. Location Global. Time period Cretaceous to the present. Major taxa studied Crocodylidae. Methods We estimated biogeographical history on a published phylogeny using probabilistic biogeography models. Next, we identified four life traits likely to promote range expansion and used a trait-based dispersal model jointly to infer evolution of these traits and their influence on the dispersal of crocodilians. Finally, we used diversification analyses to identify shifts in diversification rates. Results An Asian origin was reconstructed for Crocodylus. Despite the small size of the phylogeny, statistical model comparison reports substantially improved the model fit of trait-dependent over trait-independent dispersal models. In individual tests, the four life traits considered (salt tolerance, large size, large clutches and habitat generalism) appear to be correlated statistically with higher dispersal probabilities. However, the traits are likely to be correlated with each other, and we hypothesize that they all reflect the gradual evolution of a range-expansion phenotype in early Crocodylus that resulted in increased diversification of the clade. Main conclusions Increased dispersal in the genus Crocodylus was associated with the gradual evolution of a range-expansion phenotype. Interestingly, the evolution of the range-expansion phenotype was also associated with the diversification of the genus in a period of global crocodilian extinction, indicating that range expansion might have served as a potential driver of speciation. This suggests that the concept of spatial sorting, normally applied at the population genetic level at the leading edge of an expanding population, might also act on a macroevolutionary scale.",0.0208820060775992
"10.1111/gcb.14657",12,1,"GLOBAL CHANGE BIOLOGY",2019,16,1.04279978625411,"Latitudinal variation in soil nematode communities under climate warming-related range-expanding and native plants","Current climate change has led to latitudinal and altitudinal range expansions of -numerous species. During such range expansions, plant species are expected to experience changes in interactions with other organisms, especially with belowground biota that have a limited dispersal capacity. Nematodes form a key component of the belowground food web as they include bacterivores, fungivores, omnivores and root herbivores. However, their community composition under climate change-driven intracontinental range-expanding plants has been studied almost exclusively under controlled conditions, whereas little is known about actual patterns in the field. Here, we use novel molecular sequencing techniques combined with morphological quantification in order to examine nematode communities in the rhizospheres of four rangeexpanding and four congeneric native species along a 2,000 km latitudinal transect from South-Eastern to North-Western Europe. We tested the hypotheses that latitudinal shifts in nematode community composition are stronger in range-expanding plant species than in congeneric natives and that in their new range, range-expanding plant species accumulate fewest root-feeding nematodes. Our results show latitudinal variation in nematode community composition of both range expanders and native plant species, while operational taxonomic unit richness remained the same across ranges. Therefore, range-expanding plant species face different nematode communities at higher latitudes, but this is also the case for widespread native plant species. Only one of the four range-expanding plant species showed a stronger shift in nematode community composition than its congeneric native and accumulated fewer root-feeding nematodes in its new range. We conclude that variation in nematode community composition with increasing latitude occurs for both range-expanding and native plant species and that some range-expanding plant species may become released from root-feeding nematodes in the new range.",0.161580392775307
"10.1016/j.biocon.2019.05.011",12,1,"BIOLOGICAL CONSERVATION",2019,10,0.607481714996269,"1980s-2010s: The world's largest mangrove ecosystem is becoming homogeneous","Knowledge gaps in spatiotemporal changes in mangrove diversity and composition have obstructed mangrove conservation programs across the tropics, but particularly in the Sundarbans (10,017 km(2)), the world's largest remaining natural mangrove ecosystem. Using mangrove tree data collected from Earth's largest permanent sample plot network at four historical time points (1986, 1994, 1999 and 2014), this study establishes spatially explicit baseline biodiversity information for the Sundarbans. We determined the spatial and temporal differences in alpha, beta, and gamma diversity in three ecological zones (hypo-, meso-, and hypersaline) and also uncovered changes in the mangroves' overall geographic range and abundances therein. Spatially, the hyposaline mangrove communities were the most diverse and heterogeneous in species composition while the hypersaline communities were the least diverse and most homogeneous at all historical time points. Since 1986, we detect an increasing trend of compositional homogeneity (between-site similarity in species composition) and a significant spatial contraction of distinct and diverse areas over the entire ecosystem. Temporally, the western and southern hypersaline communities have undergone radical shifts in species composition due to population increase and range expansion of the native invasive species Ceriops decandra and local extinction or range contraction of specialists including the globally endangered Heritiera fomes. The surviving biodiversity hotspots are distributed outside the legislated protected area network. In addition to suggesting the immediate coverage of these hotspots under protected area management, our novel biodiversity insights and spatial maps can form the basis for spatial conservation planning, biodiversity monitoring and protection initiatives for the Sundarbans.",0.0208820060775992
"10.1002/ecy.2704",12,1,"ECOLOGY",2019,15,0.982175164437679,"Plant-herbivore coevolution and plant speciation","More than five decades ago, Ehrlich and Raven proposed a revolutionary idea-that the evolution of novel plant defense could spur adaptive radiation in plants. Despite motivating much work on plant-herbivore coevolution and defense theory, Ehrlich and Raven never proposed a mechanism for their escape and radiate model. Recent intriguing mechanisms proposed by Marquis et al. include sympatric divergence, pleiotropic effects of plant defense traits on reproductive isolation, and strong postzygotic isolation, but these may not be general features of herbivore-mediated speciation. An alternate view is that herbivores may impose strong divergent selection on defenses in allopatric plant populations, with plant-herbivore coevolution driving local adaptation resulting in plant speciation. Building on these ideas, we propose three scenarios that consider the role of herbivores in plant speciation. These include (1) vicariance, subsequent coevolution within populations and adaptive divergence between geographically isolated populations, (2) colonization of a new habitat lacking effective herbivores followed by loss of defense and then re-evolution and coevolution of defense in response to novel herbivores, and (3) evolution of a new defense followed by range expansion, vicariance, and coevolution. We discuss the general role of coevolution in plant speciation and consider outstanding issues related to understanding: (1) the mechanisms behind cospeciation of plants and insects, (2) geographic variation in defense phenotypes, (3) how defensive traits and geography map on plant phylogenies, and (4) the role of herbivores in driving character displacement in defense phenotypes of related species in sympatry.",0.141986015590174
"10.1111/ecog.04404",12,1,"ECOGRAPHY",2019,26,1.50542330820223,"Eco-evolution on the edge during climate change","We urgently need to predict species responses to climate change to minimize future biodiversity loss and ensure we do not waste limited resources on ineffective conservation strategies. Currently, most predictions of species responses to climate change ignore the potential for evolution. However, evolution can alter species ecological responses, and different aspects of evolution and ecology can interact to produce complex eco-evolutionary dynamics under climate change. Here we review how evolution could alter ecological responses to climate change on species warm and cool range margins, where evolution could be especially important. We discuss different aspects of evolution in isolation, and then synthesize results to consider how multiple evolutionary processes might interact and affect conservation strategies. On species cool range margins, the evolution of dispersal could increase range expansion rates and allow species to adapt to novel conditions in their new range. However, low genetic variation and genetic drift in small range-front populations could also slow or halt range expansions. Together, these eco-evolutionary effects could cause a three-step, stop-and-go expansion pattern for many species. On warm range margins, isolation among populations could maintain high genetic variation that facilitates evolution to novel climates and allows species to persist longer than expected without evolution. This 'evolutionary extinction debt' could then prevent other species from shifting their ranges. However, as climate change increases isolation among populations, increasing dispersal mortality could select for decreased dispersal and cause rapid range contractions. Some of these eco-evolutionary dynamics could explain why many species are not responding to climate change as predicted. We conclude by suggesting that resurveying historical studies that measured trait frequencies, the strength of selection, or heritabilities could be an efficient way to increase our eco-evolutionary knowledge in climate change biology.",0.3111041260732
"10.1007/s12080-019-0412-9",12,1,"THEORETICAL ECOLOGY",2019,23,1.38764027254584,"Spatial sorting as the spatial analogue of natural selection","Considerable research effort has been spent to understand why most organisms disperse despite the clear costs of doing so. One aspect of dispersal evolution that has received recent attention is a process known as spatial sorting, which has been referred to as the shy younger sibling of natural selection. Spatial sorting is the process, whereby variation in dispersal ability is sorted along density clines and will, in nature, often be a transient phenomenon. Despite this transience, spatial sorting is likely a general mechanism behind the evolution of nonzero dispersal rates in spatiotemporally varying environments. While most often transient, spatial sorting is persistent on invasion fronts, where its effect cannot be ignored, causing rapid evolution of traits related to dispersal. Spatial sorting is captured in several elegant models, yet these models require a high level of mathematical sophistication and are not accessible to most evolutionary biologists or their students. Here, we frame spatial sorting in terms of the classic haploid and diploid models of natural selection. We show that, on an invasion front, spatial sorting can be conceptualised precisely as selection operating through space rather than (as with natural selection) time, and that genotypes can be viewed as having both spatial and temporal aspects of fitness. Viewing fitness in this way shows that, on invasion fronts, organisms maximise spatiotemporal fitness, rather than traditional (temporal) fitness. The resultant model is strikingly similar to classic models of natural selection under gene flow. This similarity renders the model easy to understand (and to teach), but also suggests that many established theoretical results around natural selection could apply equally to spatial sorting.",0.273035678674893
"10.1111/evo.13704",12,1,"EVOLUTION",2019,10,0.607481714996269,"Hybridization and introgression during density-dependent range expansion: European wildcats as a case study","Interbreeding between historically allopatric species with incomplete reproductive barriers may result when species expand their range. The genetic consequences of such hybridization depend critically on the dynamics of the range expansion. Hybridization models during range expansion have been developed but assume dispersal to be independent from neighboring population densities. However, organisms may disperse because they are attracted by conspecifics or because they prefer depopulated areas. Here, through spatially explicit simulations, we assess the effect of various density-dependent dispersal modes on the introgression between two species. We find huge introgression from the local species into the invasive one with all dispersal modes investigated, even when the hybridization rate is relatively low. This represents a general expectation for neutral genes even if the dispersal modes differ in colonization times and amount of introgression. Invasive individuals attracted by conspecifics need more time to colonize the whole area and are more introgressed by local genes, whereas the opposite is found for solitary individuals. We applied our approach to a recent expansion of European wildcats in the Jura Mountains and the hybridization with domestic cats. We show that the simulations explained better the observed level of introgression at nuclear, mtDNA, and Y chromosome markers, when using solitary dispersal for wildcats instead of random or gregarious dispersal, in accordance with ecological knowledge. Thus, use of density-dependent dispersal models increases the predictive power of the approach.",0.0208820060775992
"10.1111/ddi.12890",12,1,"DIVERSITY AND DISTRIBUTIONS",2019,28,1.57688227218437,"Integrating climate and land-use change scenarios in modelling the future spread of invasive squirrels in Italy","Aim The establishment and spread of invasive alien species may be influenced by several mutually interacting factors, whose understanding is paramount to develop effective biosecurity policies. However, studies focused on modelling spatially explicit patterns of future invasion risk have so far focused on species response to climate change impacts, while land-use change has been neglected. We investigated how the interplay between climate and land-use change could affect the future potential distribution and dispersal corridors of four alien squirrels introduced to Europe (Sciurus carolinensis, Callosciurus finlaysonii, Callosciurus erythraeus and Eutamias sibiricus). Location and Methods Our study was conducted in Italy. We used Species Distribution Models and circuit theory methods to test whether future scenarios based only on climate change predict a different effect on range and connectivity of alien squirrel populations, compared to scenarios that include both climate and land-use changes. Results Scenarios based only on climate change predicted a range increase and a high geographic stability (>50%) for most species, with different, yet limited, effects on connectivity corridors. Conversely, scenarios based on both climate and land-use change showed a loss in range extent and a low geographic stability (<50%) of both range and dispersal corridors for most species. Main conclusions Scenarios considering both climate and land-use change provide predictions on invasion risk that overturn those including only climate change. The effect of global warming alone would lead to a considerable range expansion of all species. Conversely, when land-use change is added, a potential loss in suitable habitat and dispersal corridors is predicted for alien squirrels, hence limiting their range expansion. We recommend using multiple drivers in models to obtain reliable predictions for implementing biosecurity policies related to invasive alien species.",0.334200251897534
"10.3389/fevo.2019.00080",12,1,"FRONTIERS IN ECOLOGY AND EVOLUTION",2019,17,1.09995820009406,"Global Climate Change as a Driver of Bottom-Up and Top-Down Factors in Agricultural Landscapes and the Fate of Host-Parasitoid Interactions","The global climate is rapidly changing and the evidence is increasingly manifesting across various biological systems. For arthropods, several studies have demonstrated how changing climates affect their distribution through phenological and physiological responses, largely focusing on various organismal fitness parameters. However, the net-effect of the changing climate among ecological communities may be mediated by the feedback pathways among interacting trophic groups under environmental change. For agroecosystems, the maintenance of the integrity of trophic interactions even under climate variability is a high priority. This is even more important in this era where there is advocacy for sustainable agriculture, with higher emphasis on environmentally benign methods. For this reason, pest management in food production systems using biological control (especially use of parasitoid antagonists) has come to the forefront. In this review, we give an overview of the diversity of physiological responses among host insect and parasitoid populations and how this may influence their interactions. We highlight how climate change may modify bottom-up and top-down factors among agroecosystems with a particular focus on plant-insect host-parasitoid tritrophic interactions. We also outline how habitat management may influence arthropod population dynamics and how it can be manipulated to improve on-farm climate resilience and parasitoid conservation. We wrap-up by highlighting how the application of knowledge of conservation biodiversity, designing of multifunctional resilient landscapes, and evolutionary physiology of arthropods under thermal stress may be used to improve the fitness of mass-reared parasitoids (in or ex situ) for the improvement in efficacy of parasitoids ecosystem services under thermally stressful environments",0.180054462988481
